num;contract;kod;period;date;post;executor;attorney;title;short;position;client;regulation
5;24.07.2023 № 69-У-059/23;ГП62;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";ГБУЗ «ГП № 62 ДЗМ»;главного врача;Матвеевой Анны Дмитриевны;Устава
5;24.07.2023 № 69-У-059/23;ГП8;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 8 Департамента здравоохранения города Москвы""";ГБУЗ «ГП № 8 ДЗМ»;главного врача;Одарюк Оксаны Анатольевны;Устава
5;24.07.2023 № 69-У-059/23;ДГП131;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 131 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 131 ДЗМ»;главного врача;Зайцевой Элины Геннадьевны;Устава
5;24.07.2023 № 69-У-059/23;ДГП10;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 10 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 10 ДЗМ»;главного врача;Мирзоева Тахира Ханафиевича;Устава
5;24.07.2023 № 69-У-059/23;ДГП104;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 104 Департамента здравоохранения города Москвы""";ГБУЗ «ДГП № 104 ДЗМ»;главного врача;Аристархова Евгения Юрьевича;Устава
5;24.07.2023 № 69-У-059/23;ДГП132;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 132 Департамента здравоохранения города Москвы""";ГБУЗ «ДГП № 132 ДЗМ»;главного врача;Кузнецовой Елены Ивановны;Устава
5;24.07.2023 № 69-У-059/23;ДГП30;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 30 Департамента здравоохранения города Москвы""";ГБУЗ «ДГП № 30 ДЗМ»;главного врача;Чернова Кирилла Вячеславовича;Устава
5;24.07.2023 № 69-У-059/23;ДСП47;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская стоматологическая поликлиника № 47 Департамента здравоохранения города Москвы""";ГБУЗ «ДСП № 47 ДЗМ»;главного врача;Педана Михаила Алексеевича;Устава
5;24.07.2023 № 69-У-059/23;ДСП54;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская стоматологическая поликлиника № 54 Департамента здравоохранения города Москвы""";ГБУЗ «ДСП № 54 ДЗМ»;главного врача;Козачук Галины Федоровны;Устава
5;24.07.2023 № 69-У-059/23;ДСП58;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская стоматологическая поликлиника № 58 Департамента здравоохранения города Москвы""";ГБУЗ «ДСП № 58 ДЗМ»;главного врача;Секретарева Андрея Ивановича;Устава
5;24.07.2023 № 69-У-059/23;КДЦ2;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Консультативно-диагностический центр № 2 Департамента здравоохранения города Москвы""";ГБУЗ «КДЦ № 2 ДЗМ»;главного врача;Бахитова Вячеслава Витальевича;Устава
5;24.07.2023 № 69-У-059/23;КДЦ4;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Клинико-диагностический центр № 4 Департамента здравоохранения города Москвы»;ГБУЗ «КДЦ № 4 ДЗМ»;главного врача;Кечиной Ольги Владимировны;Устава
5;24.07.2023 № 69-У-059/23;МГУ им. М.В.Ломоносова;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова;-;директора;Камалова Армаиса Альбертовича;Устава
5;24.07.2023 № 69-У-059/23;НПЦ СМПД им. В.Ф. Войно-Ясенецкого;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Научно-практический центр специализированной медицинской помощи детям им. В.Ф. Войно-Ясенецкого Департамента здравоохранения города Москвы""";ГБУЗ «НПЦ СМПД им. В.Ф. Войно-Ясенецкого ДЗМ»;директора;Крапивкина Алексея Игорьевича;Устава
5;24.07.2023 № 69-У-059/23;СП24;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное автономное учреждение здравоохранения города Москвы ""Стоматологическая поликлиника № 24 Департамента здравоохранения города Москвы""";ГАУЗ «СП № 24»;главного врача;Гринева Андрея Валентиновича;Устава
5;24.07.2023 № 69-У-059/23;СП7;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное автономное учреждение здравоохранения города Москвы ""Стоматологическая поликлиника № 7 Департамента здравоохранения города Москвы""";ГАУЗ «СП № 7»;главного врача;Гукасова Бориса Левоновича;Устава
