num;contract;kod;period;date;post;executor;attorney;title;short;position;client;regulation
4;21.07.2023 № 69-У-056/23;ГП23;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 23 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 23 ДЗМ»;главного врача;Гординой Ольги Андреевны;Устава
4;21.07.2023 № 69-У-056/23;ГП2;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 2 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 2 ДЗМ»;главного врача;Шиндряевой Натальи Николаевны;Устава
4;21.07.2023 № 69-У-056/23;ГП45;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 45 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 45 ДЗМ»;главного врача;Сваровски Екатерины Евгеньевны;Устава
4;21.07.2023 № 69-У-056/23;ГП64;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 64 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 64 ДЗМ»;главного врача;Шутова Михаила Васильевича;Устава
4;21.07.2023 № 69-У-056/23;ГП67;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 67 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 67 ДЗМ»;главного врача;Короткого Владимира Николаевича;Устава
4;21.07.2023 № 69-У-056/23;КДЦ4;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Клинико-диагностический центр № 4 Департамента здравоохранения города Москвы»;ГБУЗ «КДЦ № 4 ДЗМ»;главного врача;Кечиной Ольги Владимировны;Устава
4;21.07.2023 № 69-У-056/23;ДГП110;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 110 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 110 ДЗМ»;главного врача;Зайцевой Анны Анатольевны;Устава
4;21.07.2023 № 69-У-056/23;ДГП110;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 110 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 110 ДЗМ»;и. о. главного врача ;Фоменко Ирина Александровны;Приказа от 27.10.2022 №1813-к
4;21.07.2023 № 69-У-056/23;ДГП118;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 118 ДЗМ»;главного врача;Волковой Елены Анатольевны;Устава
4;21.07.2023 № 69-У-056/23;ДГП122;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 122 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 122 ДЗМ»;и. о. главного врача ;Хаустовой Галины Геннадьевны;Приказа от 19.12.2022 №2095-к
4;21.07.2023 № 69-У-056/23;ДГП131;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы ««Детская городская поликлиника № 131 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 131 ДЗМ»;главного врача;Зайцевой Элины Геннадьевны;Устава
4;21.07.2023 № 69-У-056/23;ДГП133;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 133 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 133 ДЗМ»;главного врача;Русиновой Дины Сергеевны;Устава
4;21.07.2023 № 69-У-056/23;ДГП143;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 143 ДЗМ»;главного врача;Власовой Юлии Ивановны;Устава
4;21.07.2023 № 69-У-056/23;ДГП148;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 148 ДЗМ»;главного врача;Притыко Дениса Андреевича;Устава
4;21.07.2023 № 69-У-056/23;ДГП148;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 148 ДЗМ»;Начальника СИО;Борисовой Ирины Валентиновны;Доверенности от 29.01.2024 №13
4;21.07.2023 № 69-У-056/23;ДГП148;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 148 ДЗМ»;и. о. главного врача ;Сакары Валентина Ивановича;Приказа от 17.08.2022 №1367-к
4;21.07.2023 № 69-У-056/23;ДГП15;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 15 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 15 ДЗМ»;главного врача;Щукиной Ольги Витальевны;Устава
4;21.07.2023 № 69-У-056/23;ДГП23;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 23 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 23 ДЗМ»;главного врача;Кабуловой Анжелы Анатольевны;Устава
4;21.07.2023 № 69-У-056/23;ДГП32;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 32 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 32 ДЗМ»;главного врача;Кодзоева Заурбека Магомедовича;Устава
4;21.07.2023 № 69-У-056/23;ДГП38;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 38 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 38 ДЗМ»;главного врача;Захаровой Светланы Валерьевны;Устава
4;21.07.2023 № 69-У-056/23;ДГП42;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 42 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 42 ДЗМ»;главного врача;Панферовой Ольги Олеговны;Устава
4;21.07.2023 № 69-У-056/23;ДГП58;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 58 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 58 ДЗМ»;главного врача;Кижеватовой Татьяны Александровны;Устава
4;21.07.2023 № 69-У-056/23;ДГП61;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 61 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 61 ДЗМ»;главного врача;Свечиной Анны Вячеславовны;Устава
4;21.07.2023 № 69-У-056/23;ДГП69;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 69 ДЗМ»;главного врача;Федуловой Елены Юрьевны;Устава
4;21.07.2023 № 69-У-056/23;ДГП7;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 7 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 7 ДЗМ»;и. о. главного врача ;Дегтяревой Дарьи Геннадьевны;Приказа от 19.12.2022 №2094-к
4;21.07.2023 № 69-У-056/23;ДГП91;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 91 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 91 ДЗМ»;главного врача;Роговой Елены Сергеевны;Устава
4;21.07.2023 № 69-У-056/23;ДГП98;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 98 Департамента здравоохранения города Москвы»;ГБУЗ «ДГП № 98 ДЗМ»;главного врача;Макаровой Елены Викторовны;Устава
4;21.07.2023 № 69-У-056/23;Поликлиника Кузнечики;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Больница «Кузнечики» Департамента здравоохранения города Москвы»;ГБУЗ «Поликлиника «Кузнечики» ДЗМ»;главного врача;Карповича Александра Викторовича;Устава
4;21.07.2023 № 69-У-056/23;Поликлиника г. Московский;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская больница г. Московский Департамента здравоохранения города Москвы»;ГБУЗ «Поликлиника г. Московский ДЗМ»;главного врача;Абраамяна Будёна Анушавановича;Устава
4;21.07.2023 № 69-У-056/23;ГКБ29 им. Н.Э. Баумана;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 29 им. Н.Э. Баумана Департамента здравоохранения города Москвы»;ГБУЗ «ГКБ № 29 им. Н.Э. Баумана ДЗМ»;главного врача;Бражник Виктории Алексеевны;Устава
4;21.07.2023 № 69-У-056/23;ГКБ им. С.С. Юдина;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. С.С. Юдина Департамента здравоохранения города Москвы»;ГБУЗ «ГКБ им. С.С. Юдина ДЗМ»;главного врача;Галкина Всеволода Николаевича;Устава
4;21.07.2023 № 69-У-056/23;ГКБ52;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 52 Департамента здравоохранения города Москвы»;ГБУЗ «ГКБ № 52 ДЗМ»;главного врача;Лысенко Марьяны Анатольевны;Устава
4;21.07.2023 № 69-У-056/23;ГКБ  им. А.К. Ерамишанцева;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени А.К. Ерамишанцева Департамента здравоохранения города Москвы»;ГБУЗ «ГКБ  им. А.К. Ерамишанцева ДЗМ»;главного врача;Габриеляна Артура Рудольфовича;Устава
4;21.07.2023 № 69-У-056/23;ММКЦ Коммунарка;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Московский многопрофильный клинический центр «Коммунарка» Департамента здравоохранения города Москвы»;ГБУЗ «ММКЦ «Коммунарка» ДЗМ»;директора;Проценко Дениса Николаевича;Приказа от 06.07.2022 №1059-к
4;21.07.2023 № 69-У-056/23;ММКЦ Коммунарка;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Московский многопрофильный клинический центр «Коммунарка» Департамента здравоохранения города Москвы»;ГБУЗ «ММКЦ «Коммунарка» ДЗМ»;и.о. заместителя главного врача ;Купрейчика Василия Леонидовича;Доверенности от 20.09.2022 №367/40-22
4;21.07.2023 № 69-У-056/23;МНПЦДиК;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический Центр дерматовенерологии и косметологии Департамента здравоохранения города Москвы»;ГБУЗ «МНПЦДиК ДЗМ»;первого заместителя директора;Пташинского Романа Ивановича;Доверенности от 15.12.2021 №612
4;21.07.2023 № 69-У-056/23;СП50;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное автономное учреждение здравоохранения города Москвы «Стоматологическая поликлиника № 50 Департамента здравоохранения города Москвы»;ГАУЗ «СП № 50 ДЗМ»;главного врача;Коваленко Анны Юрьевны;Устава
4;21.07.2023 № 69-У-056/23;Поликлиника Троицкая;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница Департамента здравоохранения города Москвы»;ГБУЗ «Поликлиника «Троицкая» ДЗМ»;главного врача;Герасименко Жаннетты Александровны;Устава
4;21.07.2023 № 69-У-056/23;ЭД;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Эндокринологический диспансер Департамента здравоохранения города Москвы»;ГБУЗ «ЭД ДЗМ»;главного врача;Маркиной Натальи Викторовны;Устава
4;21.07.2023 № 69-У-056/23;ГКБ31 им. Г.М. Савельевой;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская клиническая больница №31 им. Г.М. Савельевой Департамента здравоохранения города Москвы""";ГБУЗ «ГКБ №31 им. Г.М. Савельевой ДЗМ»;главного врача;Ефремовой Натальи Михайловны;Устава
4;21.07.2023 № 69-У-056/23;ДГП86;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 86 Департамента здравоохранения города Москвы""";ГБУЗ «ДГП № 86 ДЗМ»;главного врача;Ухановой Галины Юрьевны;Устава
4;21.07.2023 № 69-У-056/23;ГКБ67 им. Л.А. Ворохобова;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 26.07.2023 № 09/23;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 им. Л.А. Ворохобова Департамента здравоохранения города Москвы»;ГБУЗ «ГКБ № 67 им. Л.А. Ворохобова ДЗМ»;руководителя информационно-аналитического центра;Назарова Андрея Анатольевича;Приказа от 30.12.2021 № 701-П
